id,gvkey,conm,year,cdp_target_reference,cdp_targetscope,cdp_targetscope_percent,cdp_targetamount,cdp_baseyear,cdp_baseyearemission,cdp_targetyear,cdp_sbt,cdp_targetdetail,cdp_timeprogress,cdp_targetprogress,cdp_startyear,cdp_targetstatus,cdp_targetduration,cdp_targettype,cdp_targetintensityunit,dupcase
13813,008113,OGE ENERGY CORP,2021,Abs 3,Scope 1,0,60,2019,780,2030,"No, but we are reporting another target that is science-based","OG&E is electrifying its transportation and service vehicle fleets and expanding its electric vehicle (""EV"") charging infrastructure.  The Company plans to incrementally replace its light-duty vehicle fleet until 100 percent are EVs.  In September 2020, OG&E announced it would reduce greenhouse gas emissions from vehicle fleets an estimated 60% by 2030.  To achieve the goal, we will replace 50 percent of our light-duty vehicles with electric vehicles (EVs) by 2025 and 100 percent by 2030.  We also plan to purchase more fuel-efficient medium- and heavy-duty trucks and, where possible, reduce engine idling emissions by using Electric Power Take Off (ePTO) systems.  ePTO systems power aerial buckets, cranes, hoists, augurs, and other large vehicle-mounted equipment with electricity instead of a diesel fueled engine.  These actions will reduce GHG emissions by reducing the consumption of energy from non-renewable sources such as gasoline and diesel fuel.   Only the light duty fleet emission reductions are characterized in the response.",0,57,2020,Underway,10,absolute,,0
13813,008113,OGE ENERGY CORP,2011,,,,,,,,,,,,,,,absolute,,0
13813,008113,OGE ENERGY CORP,2012,,,,,,,,,,,,,,,absolute,,0
13813,008113,OGE ENERGY CORP,2021,Abs 1,Scope 1,99,40,2005,21445571,2019,"Yes, we consider this a science-based target, but it has not been approved by the Science-Based Targets initiative","At the end of 2018, the Company set CO2 emission reduction expectations for OG&E.  Our actions to date reinforce our commitment to reducing our environmental footprint. our CO2 emissions have decreased by over 40% below 2005 levels. The Company has not officially aligned with the Science-Based Targets Initiative at this time, however based upon the Company's current reductions versus 2005 baseline and the expected reductions in carbon of 50% by 2030, the Company believes it is in alignment with the goals put forth by the Paris Climate Agreement and the International Panel on Climate Change (IPCC) goals of limiting global temperature increase to 1.5 degrees Celsius through 2030.  Referencing the attachment under C12.4, the chart superimposes the relative magnitude of OGE future emissions expectations onto a set of IPCC pathways limiting global warming to 1.5 degrees C.  Note that OGE emissions through at least 2030 have superior performance to or fall within the range of IPCC pathways.",100,106,2018,Achieved,1,absolute,,0
13813,008113,OGE ENERGY CORP,2020,Abs 2,Scope 1,99,50,2005,21445571,2030,"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative","At the end of 2018, the Company set out emission reduction expectations for OG&E.   We expect to see an approximately 50% CO2 emissions reduction in 2030 from 2005 levels.  Our analysis and comparison with peers in the US electric power industry strongly suggests that OG&E's emission reduction expectations are consistent with electric sector emission reduction scenarios considered likely to achieve the Paris Climate Agreement and IPCC goals of limiting global temperature increase to 2 degrees Celsius.",8,83,2018,Underway,12,absolute,,0
13813,008113,OGE ENERGY CORP,2021,Abs 2,Scope 1,99,50,2005,21445571,2030,"Yes, we consider this a science-based target, but it has not been approved by the Science-Based Targets initiative","At the end of 2018, the Company set CO2 emission reduction expectations for OG&E.  Our actions to date reinforce our commitment to reducing our environmental footprint. our CO2 emissions have decreased by over 40% below 2005 levels. The Company has not officially aligned with the Science-Based Targets Initiative at this time, however based upon the Company's current reductions versus 2005 baseline and the expected reductions in carbon of 50% by 2030, the Company believes it is in alignment with the goals put forth by the Paris Climate Agreement and the International Panel on Climate Change (IPCC) goals of limiting global temperature increase to 1.5 degrees Celsius through 2030.  Referencing the attachment under C12.4, the chart superimposes the relative magnitude of OGE future emissions expectations onto a set of IPCC pathways limiting global warming to 1.5 degrees C.  Note that OGE emissions through at least 2030 have superior performance to or fall within the range of IPCC pathways.",17,85,2018,Underway,12,absolute,,0
13813,008113,OGE ENERGY CORP,2022,Abs 2,Scope 1,99,50,2005,23992763,2030,"No, but we anticipate setting one in the next 2 years","At the end of 2018, the Company set CO2 emission reduction expectations for OG&E.  Our actions to date reinforce our commitment to reducing our environmental footprint. our CO2 emissions have decreased by over 40% below 2005 levels. The Company has not officially aligned with the Science-Based Targets Initiative at this time, however based upon the Company's current reductions versus 2005 baseline and the expected reductions in carbon of 50% by 2030, the Company believes it is in alignment with the goals put forth by the Paris Climate Agreement and the International Panel on Climate Change (IPCC) goals of limiting global temperature increase to 1.5 degrees Celsius through 2030.  Referencing the attachment under C12.4, the chart superimposes the relative magnitude of OGE future emissions expectations onto a set of IPCC pathways limiting global warming to 1.5 degrees C.  Note that OGE emissions through at least 2030 have superior performance to or fall within the range of IPCC pathways.Note also that emissions for the 2005 baseline year have been revised.  The River Valley and Frontier power plants were acquired in 2019 by OGE Energy.  Although not owned by OGE in 2005, the emissions from these  power plants are included in the 2005 baseline in order to make for a complete comparison with today's fleet.  The target is based only on CO2 emissions from electric generating units; we base our Abs 2 target on carbon emissions from our power plants, as they account for the vast majority of our direct emissions and are reflective of our resource planning.",25,96,2018,Underway,12,absolute,,0
13813,008113,OGE ENERGY CORP,2022,Abs 3,Scope 1,0,60,2019,780,2030,"No, but we anticipate setting one in the next 2 years","OG&E is electrifying its transportation and service vehicle fleets and expanding its electric vehicle (""EV"") charging infrastructure.  The Company plans to incrementally replace its light-duty vehicle fleet until 100 percent are EVs.  In September 2020, OG&E announced it would reduce greenhouse gas emissions from vehicle fleets an estimated 60% by 2030.  To achieve the goal, we will replace 50 percent of our light-duty vehicles with electric vehicles (EVs) by 2025 and 100 percent by 2030.  We also plan to purchase more fuel-efficient medium- and heavy-duty trucks and, where possible, reduce engine idling emissions by using Electric Power Take Off (ePTO) systems.  ePTO systems power aerial buckets, cranes, hoists, augurs, and other large vehicle-mounted equipment with electricity instead of a diesel fueled engine.  These actions will reduce GHG emissions by reducing the consumption of energy from non-renewable sources such as gasoline and diesel fuel.   Only the light duty fleet emission reductions are characterized in the response.",10,75,2020,Underway,10,absolute,,0
13813,008113,OGE ENERGY CORP,2020,Abs 1,Scope 1,99,40,2005,21445571,2019,"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative","At the end of 2018, the Company set out CO2 emission reduction expectations for OG&E beginning in 2019.  Our actions to date reinforce our commitment to reducing our environmental footprint. Today, we are at the forefront of our industry - our carbon dioxide (CO2) emissions have decreased by over 40%, below 2005 levels.  Our analysis and comparison with peers in the US electric power industry strongly suggests that OG&E's emission reduction expectations are consistent with electric sector emission reduction scenarios considered likely to achieve the Paris Climate Agreement and IPCC goals of limiting global temperature increase to 2 degrees Celsius.",100,103,2018,Achieved,1,absolute,,0
13813,008113,OGE ENERGY CORP,2019,Abs 3,Scope 1,99,,2005,21445571,2050,"No, but we are reporting another target that is science-based","At the end of 2018, the Company set out emission reduction goals for OG&E.   In addition to a 40% reduction in 2019 and a 50% reduction by 2030, we expect, by 2050, to retire 95% of current fossil-fueled generation, cost effectively meeting our capacity requirements by replacing retiring generation with newer technology including high efficiency natural gas or zero-emitting technology such as renewables or batteries.",0,,2018,New,32,absolute,,0
13813,008113,OGE ENERGY CORP,2011,,,,,,,,,,,,,,,intensity,,0
13813,008113,OGE ENERGY CORP,2019,Abs 1,Scope 1,99,40,2005,21445571,2019,"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative","At the end of 2018, the Company set out emission reduction expectations for OG&E.  Beginning in 2019, we expect to see an approximately 40% CO2 emissions reduction from 2005 levels.  Our analysis and comparison with peers in the US electric power industry strongly suggests that OG&E's emission reduction expectations are consistent with electric sector emission reduction scenarios considered likely to achieve the Paris Climate Agreement and IPCC goals of limiting global temperature increase to 2 degrees Celsius.",0,87,2018,New,1,absolute,,0
13813,008113,OGE ENERGY CORP,2022,Abs 1,Scope 1,99,40,2005,23992763,2019,"No, but we anticipate setting one in the next 2 years","At the end of 2018, the Company set CO2 emission reduction expectations for OG&E.  Our actions to date reinforce our commitment to reducing our environmental footprint. our CO2 emissions have decreased by over 40% below 2005 levels. The Company has not officially aligned with the Science-Based Targets Initiative at this time, however based upon the Company's current reductions versus 2005 baseline and the expected reductions in carbon of 50% by 2030 (see Target Abs 2) the Company believes it is in alignment with the goals put forth by the Paris Climate Agreement and the International Panel on Climate Change (IPCC) goals of limiting global temperature increase to 1.5 degrees Celsius through 2030.  Referencing the attachment under C12.4, the chart superimposes the relative magnitude of OGE future emissions expectations onto a set of IPCC pathways limiting global warming to 1.5 degrees C.  Note that OGE emissions through at least 2030 have superior performance to or fall within the range of IPCC pathways.Note also that emissions for the 2005 baseline year have been revised.  The River Valley and Frontier power plants were acquired in 2019 by OGE Energy.  Although not owned by OGE in 2005, the emissions from these  power plants are included in the 2005 baseline in order to make for a complete comparison with today's fleet.  The target is based only on CO2 emissions from electric generating units; we base our Abs 1 target on carbon emissions from our power plants, as they account for the vast majority of our direct emissions and are reflective of our resource planning",100,120,2018,Achieved,1,absolute,,0
